nodeId;path;principalId;permission
fc6d90ad-1f76-40c8-b0f5-06b85e9cd156;/Sites;GROUP_EVERYONE;cmis:read
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteConsumer;cmis:read
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteContributor;cmis:read
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteManager;cmis:all
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteManager;cmis:read
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteManager;cmis:write
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteCollaborator;cmis:read
d432a21e-641f-4bb7-84cc-1b415ca5d6c9;/Sites/archivio-legale;GROUP_site_archivio-legale_SiteCollaborator;cmis:write
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteConsumer;cmis:read
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteContributor;cmis:read
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteManager;cmis:all
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteManager;cmis:read
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteManager;cmis:write
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteCollaborator;cmis:read
000210b9-af66-46af-b023-00312e820986;/Sites/archivio-legale/documentLibrary;GROUP_site_archivio-legale_SiteCollaborator;cmis:write
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteConsumer;cmis:read
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteContributor;cmis:read
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteManager;cmis:all
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteManager;cmis:read
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteManager;cmis:write
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteCollaborator;cmis:read
2e175a41-5884-4b46-99ae-3aac9bb7db33;/Sites/archivio-legale/documentLibrary/CONTEZIOSI;GROUP_site_archivio-legale_SiteCollaborator;cmis:write
